project_id,quarter,total_quarters,planned_progress_pct,actual_progress_pct,slippage_pct,planned_expenditure,actual_expenditure,expenditure_ratio,issues_count,rainfall_mm,typhoon_days,cpi_quarterly,cmrpi_quarterly
PROJ-2022-0036,1,2,50.0,48.36,1.64,38969.88,38285.21,0.4912,2,943.4,3.1,115.6,126.0
PROJ-2022-0036,2,2,100.0,100.0,0.0,77939.76,71612.16,0.9188,4,1101.2,8.0,116.4,124.2
PROJ-2018-0037,1,2,50.0,48.23,1.77,870524.92,1022597.94,0.5873,6,1079.3,6.1,97.83,100.76
PROJ-2018-0037,2,2,100.0,100.0,0.0,1741049.84,2342649.8,1.3455,1,309.8,3.1,99.66,99.72
PROJ-2020-0038,1,4,25.0,20.28,4.72,3892.36,3769.4,0.2421,6,618.9,5.3,103.28,107.85
PROJ-2020-0038,2,4,50.0,51.45,-1.45,7784.71,7329.63,0.4708,3,131.1,0.6,104.77,107.15
PROJ-2020-0038,3,4,75.0,86.1,-11.1,11677.07,11231.16,0.7214,0,547.8,1.2,105.95,108.21
PROJ-2020-0038,4,4,100.0,88.57,11.43,15569.42,16468.14,1.0577,2,1292.9,6.4,106.88,107.74
PROJ-2024-0039,1,2,50.0,55.22,-5.22,56807.92,53873.86,0.4742,3,203.5,2.1,126.05,134.24
PROJ-2024-0039,2,2,100.0,100.0,0.0,113615.83,111379.71,0.9803,2,197.5,0.8,127.3,135.26
PROJ-2023-0040,1,4,25.0,42.6,-17.6,22050.79,23899.97,0.271,6,669.6,6.7,121.65,129.6
PROJ-2023-0040,2,4,50.0,56.68,-6.68,44101.59,50604.7,0.5737,3,107.3,0.7,122.89,131.36
PROJ-2023-0040,3,4,75.0,56.68,18.32,66152.38,74416.15,0.8437,1,473.8,2.5,122.8,128.58
PROJ-2023-0040,4,4,100.0,89.46,10.54,88203.18,100721.67,1.1419,5,1207.3,7.7,123.05,131.69
PROJ-2024-0041,1,4,25.0,40.13,-15.13,26029.21,25677.3,0.2466,1,342.4,3.7,127.49,134.92
PROJ-2024-0041,2,4,50.0,47.46,2.54,52058.43,58408.38,0.561,1,136.5,0.4,128.85,135.87
PROJ-2024-0041,3,4,75.0,65.6,9.4,78087.64,88339.82,0.8485,5,854.5,6.1,128.22,138.66
PROJ-2024-0041,4,4,100.0,100.0,0.0,104116.85,126548.57,1.2154,5,1015.7,8.0,129.45,135.54
PROJ-2020-0042,1,2,50.0,49.47,0.53,38577.3,34050.89,0.4413,1,437.8,2.3,103.32,105.64
PROJ-2020-0042,2,2,100.0,80.65,19.35,77154.6,74457.35,0.965,5,915.8,7.8,105.87,106.4
PROJ-2017-0043,1,2,50.0,50.57,-0.57,133496.18,139389.81,0.5221,1,377.6,3.5,97.14,98.38
PROJ-2017-0043,2,2,100.0,100.0,0.0,266992.37,265028.11,0.9926,2,151.9,0.6,99.52,98.95
PROJ-2017-0044,1,4,25.0,35.57,-10.57,12686.86,12755.41,0.2514,2,800.1,3.5,98.24,97.36
PROJ-2017-0044,2,4,50.0,39.86,10.14,25373.72,25487.19,0.5022,3,864.3,10.8,97.08,98.49
PROJ-2017-0044,3,4,75.0,83.14,-8.14,38060.59,37061.98,0.7303,2,251.9,3.4,98.77,97.17
PROJ-2017-0044,4,4,100.0,100.0,0.0,50747.45,49410.12,0.9736,0,93.0,0.2,98.56,100.57
PROJ-2023-0045,1,2,50.0,37.89,12.11,118204.62,131089.45,0.5545,0,279.1,0.6,122.42,127.99
PROJ-2023-0045,2,2,100.0,91.33,8.67,236409.25,268419.31,1.1354,3,957.4,8.7,124.22,130.62
PROJ-2019-0046,1,2,50.0,45.9,4.1,236324.3,246295.95,0.5211,2,135.9,0.8,101.1,102.92
PROJ-2019-0046,2,2,100.0,73.22,26.78,472648.6,505892.11,1.0703,3,372.4,2.3,101.87,102.72
PROJ-2019-0047,1,2,50.0,50.16,-0.16,235290.49,244028.15,0.5186,2,119.1,0.5,102.43,102.61
PROJ-2019-0047,2,2,100.0,83.49,16.51,470580.99,496428.19,1.0549,0,460.3,2.5,102.53,101.53
PROJ-2022-0048,1,2,50.0,35.69,14.31,75843.79,78773.37,0.5193,2,134.6,0.5,116.23,125.94
PROJ-2022-0048,2,2,100.0,76.84,23.16,151687.57,148639.85,0.9799,2,704.2,4.6,115.72,124.8
PROJ-2016-0049,1,2,50.0,58.28,-8.28,176012.68,171577.55,0.4874,3,1336.5,6.8,94.4,96.2
PROJ-2016-0049,2,2,100.0,100.0,0.0,352025.37,367720.07,1.0446,3,993.7,5.3,94.08,95.38
PROJ-2021-0050,1,2,50.0,50.44,-0.44,28953.13,29495.79,0.5094,4,421.8,2.0,107.61,112.82
PROJ-2021-0050,2,2,100.0,79.56,20.44,57906.27,59964.2,1.0355,4,1305.9,5.0,108.65,112.32
PROJ-2018-0051,1,4,25.0,21.47,3.53,2890.06,3489.2,0.3018,4,158.4,1.9,100.82,97.77
PROJ-2018-0051,2,4,50.0,52.64,-2.64,5780.12,5505.9,0.4763,3,185.9,0.7,99.97,98.95
PROJ-2018-0051,3,4,75.0,89.58,-14.58,8670.18,8852.69,0.7658,5,1164.4,8.1,99.67,100.54
PROJ-2018-0051,4,4,100.0,100.0,0.0,11560.24,12101.64,1.0468,4,807.0,9.4,100.59,100.59
PROJ-2020-0052,1,4,25.0,21.52,3.48,13780.24,15019.75,0.2725,2,1078.4,8.6,103.85,107.13
PROJ-2020-0052,2,4,50.0,47.95,2.05,27560.48,28647.64,0.5197,2,295.0,3.7,103.37,108.57
PROJ-2020-0052,3,4,75.0,87.64,-12.64,41340.72,42083.26,0.7635,1,133.4,0.4,104.47,108.51
PROJ-2020-0052,4,4,100.0,100.0,0.0,55120.96,57459.66,1.0424,3,790.0,5.8,106.07,106.48
PROJ-2025-0053,1,2,50.0,31.75,18.25,923783.19,965214.42,0.5224,0,126.2,0.4,131.42,137.82
PROJ-2025-0053,2,2,100.0,91.5,8.5,1847566.39,1817030.06,0.9835,5,848.8,5.6,131.42,137.92
PROJ-2016-0054,1,2,50.0,28.84,21.16,18887.34,19672.06,0.5208,0,200.9,1.2,95.54,94.76
PROJ-2016-0054,2,2,100.0,93.74,6.26,37774.68,38939.81,1.0308,4,285.7,0.9,94.43,94.16
PROJ-2024-0055,1,2,50.0,69.35,-19.35,70523.45,79965.42,0.5669,2,1073.1,6.6,126.25,131.98
PROJ-2024-0055,2,2,100.0,81.61,18.39,141046.89,170302.15,1.2074,3,918.6,7.2,129.16,135.81
PROJ-2020-0056,1,2,50.0,64.85,-14.85,426581.68,399270.38,0.468,4,981.0,7.5,104.77,109.08
PROJ-2020-0056,2,2,100.0,100.0,0.0,853163.36,933119.23,1.0937,3,194.3,1.7,104.28,107.2
PROJ-2025-0057,1,4,25.0,25.02,-0.02,3496.05,3624.9,0.2592,2,909.5,3.3,131.63,138.5
PROJ-2025-0057,2,4,50.0,34.03,15.97,6992.1,7980.3,0.5707,4,1085.4,3.7,133.48,137.24
PROJ-2025-0057,3,4,75.0,49.58,25.42,10488.16,13027.23,0.9316,4,386.3,3.3,133.02,138.94
PROJ-2025-0057,4,4,100.0,76.55,23.45,13984.21,18806.66,1.3448,2,125.8,0.5,133.71,139.85
PROJ-2021-0058,1,4,25.0,16.7,8.3,120612.66,117864.83,0.2443,4,1295.7,4.6,110.86,112.88
PROJ-2021-0058,2,4,50.0,17.87,32.13,241225.32,263016.85,0.5452,2,137.6,2.1,108.91,114.65
PROJ-2021-0058,3,4,75.0,78.12,-3.12,361837.97,390329.43,0.8091,3,273.3,0.7,109.88,112.92
PROJ-2021-0058,4,4,100.0,89.03,10.97,482450.63,538749.12,1.1167,3,958.1,5.2,110.21,114.85
PROJ-2023-0059,1,4,25.0,17.51,7.49,7337.89,8630.75,0.294,1,311.2,1.6,121.75,131.71
PROJ-2023-0059,2,4,50.0,31.17,18.83,14675.77,16834.03,0.5735,4,1299.0,9.5,122.48,129.39
PROJ-2023-0059,3,4,75.0,76.04,-1.04,22013.65,27074.27,0.9224,3,620.6,6.1,124.47,132.03
PROJ-2023-0059,4,4,100.0,100.0,0.0,29351.54,39201.52,1.3356,4,162.4,1.1,124.34,131.53
PROJ-2024-0060,1,4,25.0,22.03,2.97,311644.36,395747.35,0.3175,4,1034.1,7.5,127.44,136.55
PROJ-2024-0060,2,4,50.0,22.03,27.97,623288.73,693469.02,0.5563,1,827.0,3.7,127.89,135.19
PROJ-2024-0060,3,4,75.0,63.42,11.58,934933.09,1029924.82,0.8262,1,202.1,1.4,126.97,136.87
PROJ-2024-0060,4,4,100.0,80.44,19.56,1246577.46,1410770.74,1.1317,1,236.0,0.9,128.76,137.69
PROJ-2022-0061,1,2,50.0,43.31,6.69,116671.4,125882.21,0.5395,5,1142.7,9.0,114.22,124.67
PROJ-2022-0061,2,2,100.0,100.0,0.0,233342.81,279143.55,1.1963,5,526.4,6.1,114.8,125.46
PROJ-2025-0062,1,2,50.0,53.14,-3.14,34689.65,34738.31,0.5007,4,1107.2,6.6,131.49,136.5
PROJ-2025-0062,2,2,100.0,100.0,0.0,69379.3,65937.94,0.9504,3,847.0,7.0,132.43,138.51
PROJ-2023-0063,1,4,25.0,7.34,17.66,2756.89,2850.05,0.2584,4,439.1,3.1,123.15,130.74
PROJ-2023-0063,2,4,50.0,26.4,23.6,5513.77,5771.0,0.5233,5,1267.9,7.9,123.71,133.59
PROJ-2023-0063,3,4,75.0,62.44,12.56,8270.66,8888.24,0.806,3,664.9,4.7,124.73,133.64
PROJ-2023-0063,4,4,100.0,100.0,0.0,11027.54,11511.32,1.0439,1,125.5,0.3,123.84,130.92
PROJ-2020-0064,1,2,50.0,54.41,-4.41,138558.39,160353.76,0.5787,3,864.1,4.6,104.84,106.07
PROJ-2020-0064,2,2,100.0,54.41,45.59,277116.78,341424.08,1.2321,5,933.7,6.0,104.47,108.49
PROJ-2024-0065,1,4,25.0,11.13,13.87,229264.75,224283.1,0.2446,3,365.7,2.8,128.52,134.74
PROJ-2024-0065,2,4,50.0,75.06,-25.06,458529.49,508145.9,0.5541,2,994.9,9.4,127.84,134.53
PROJ-2024-0065,3,4,75.0,75.06,-0.06,687794.24,758892.29,0.8275,9,423.7,5.7,128.29,136.96
PROJ-2024-0065,4,4,100.0,75.06,24.94,917058.99,1095905.58,1.195,2,125.6,0.7,128.37,137.42
PROJ-2018-0066,1,2,50.0,45.25,4.75,140170.45,153971.86,0.5492,3,191.8,0.8,99.78,99.81
PROJ-2018-0066,2,2,100.0,93.14,6.86,280340.91,326076.17,1.1631,3,619.2,5.7,99.68,100.6
PROJ-2017-0067,1,2,50.0,53.5,-3.5,365245.8,368724.82,0.5048,5,139.8,0.6,98.17,96.89
PROJ-2017-0067,2,2,100.0,98.01,1.99,730491.6,689961.06,0.9445,5,877.8,4.4,96.48,97.06
PROJ-2016-0068,1,2,50.0,58.67,-8.67,13922.16,14563.59,0.523,4,227.0,1.5,92.34,94.9
PROJ-2016-0068,2,2,100.0,100.0,0.0,27844.32,28239.45,1.0142,1,233.2,0.5,93.8,93.87
PROJ-2022-0069,1,2,50.0,45.24,4.76,57070.71,62807.76,0.5503,1,130.9,0.4,115.05,124.5
PROJ-2022-0069,2,2,100.0,100.0,0.0,114141.41,119384.44,1.0459,5,405.6,2.5,116.81,125.51
PROJ-2019-0070,1,2,50.0,67.74,-17.74,197624.36,205634.61,0.5203,1,384.7,3.2,101.75,100.92
PROJ-2019-0070,2,2,100.0,100.0,0.0,395248.73,472509.53,1.1955,1,141.3,0.3,102.55,102.47
PROJ-2016-0071,1,4,25.0,27.57,-2.57,2500.0,2708.89,0.2709,2,489.5,1.8,93.63,96.37
PROJ-2016-0071,2,4,50.0,51.45,-1.45,5000.0,5808.5,0.5808,1,1287.9,6.4,95.05,96.1
PROJ-2016-0071,3,4,75.0,52.21,22.79,7500.0,8747.15,0.8747,3,589.2,4.8,94.59,96.0
PROJ-2016-0071,4,4,100.0,76.56,23.44,10000.0,12039.36,1.2039,1,96.0,0.6,95.06,96.68
PROJ-2022-0072,1,4,25.0,18.96,6.04,4044.08,3917.12,0.2422,2,518.9,3.7,115.53,123.35
PROJ-2022-0072,2,4,50.0,34.62,15.38,8088.16,8919.1,0.5514,5,945.4,3.5,116.18,127.02
PROJ-2022-0072,3,4,75.0,62.8,12.2,12132.24,13756.36,0.8504,5,753.2,5.4,113.59,123.79
PROJ-2022-0072,4,4,100.0,96.19,3.81,16176.32,17966.51,1.1107,3,120.4,0.6,118.27,128.0
PROJ-2021-0073,1,4,25.0,10.77,14.23,4960.55,5589.34,0.2817,4,1136.4,9.1,109.21,112.61
PROJ-2021-0073,2,4,50.0,32.01,17.99,9921.1,11071.14,0.558,4,887.8,8.0,110.63,114.58
PROJ-2021-0073,3,4,75.0,56.07,18.93,14881.65,17265.66,0.8701,1,182.5,1.1,109.52,114.6
PROJ-2021-0073,4,4,100.0,100.0,0.0,19842.2,25632.65,1.2918,4,141.1,0.7,110.13,116.42
PROJ-2019-0074,1,2,50.0,43.83,6.17,5000.0,5506.82,0.5507,2,470.9,2.9,101.32,102.88
PROJ-2019-0074,2,2,100.0,94.29,5.71,10000.0,9985.56,0.9986,7,1414.6,8.6,101.69,101.5
PROJ-2025-0075,1,2,50.0,47.98,2.02,181987.86,194387.54,0.5341,8,934.1,6.0,131.99,138.38
PROJ-2025-0075,2,2,100.0,91.7,8.3,363975.73,341867.11,0.9393,4,514.6,7.9,133.0,138.67
PROJ-2024-0076,1,2,50.0,68.37,-18.37,15707.49,16835.28,0.5359,3,1308.5,5.5,127.48,135.29
PROJ-2024-0076,2,2,100.0,100.0,0.0,31414.98,34463.56,1.097,2,886.8,7.1,127.62,134.19
PROJ-2022-0077,1,2,50.0,29.71,20.29,72764.45,77211.47,0.5306,4,1411.5,8.9,114.87,124.44
PROJ-2022-0077,2,2,100.0,70.14,29.86,145528.9,180992.68,1.2437,4,841.3,5.7,116.74,124.97
PROJ-2018-0078,1,4,25.0,32.89,-7.89,40440.96,40874.82,0.2527,5,941.1,6.6,99.74,99.44
PROJ-2018-0078,2,4,50.0,32.89,17.11,80881.92,75712.5,0.468,3,807.1,6.8,99.12,101.83
PROJ-2018-0078,3,4,75.0,56.95,18.05,121322.88,120577.97,0.7454,4,187.3,1.3,99.04,100.64
PROJ-2018-0078,4,4,100.0,64.06,35.94,161763.84,145421.4,0.899,4,301.3,1.0,101.19,101.03
PROJ-2024-0079,1,2,50.0,29.14,20.86,66921.62,60683.97,0.4534,0,226.8,1.1,125.88,136.83
PROJ-2024-0079,2,2,100.0,94.78,5.22,133843.25,130980.23,0.9786,6,997.1,6.7,128.31,136.57
PROJ-2024-0080,1,4,25.0,20.18,4.82,414254.04,495031.83,0.2987,0,133.1,0.6,126.17,134.08
PROJ-2024-0080,2,4,50.0,51.24,-1.24,828508.08,927754.85,0.5599,0,857.4,3.7,128.8,136.04
PROJ-2024-0080,3,4,75.0,68.44,6.56,1242762.12,1531781.55,0.9244,3,867.0,7.7,127.49,134.77
PROJ-2024-0080,4,4,100.0,92.89,7.11,1657016.16,2261591.86,1.3649,1,419.6,2.3,128.84,137.17
PROJ-2020-0081,1,2,50.0,39.2,10.8,527034.12,625052.78,0.593,1,461.1,1.8,104.06,107.12
PROJ-2020-0081,2,2,100.0,89.37,10.63,1054068.25,1463377.98,1.3883,6,1230.7,12.6,105.05,103.71
PROJ-2023-0082,1,2,50.0,45.06,4.94,47666.93,46157.16,0.4842,3,1353.1,9.6,122.72,131.82
PROJ-2023-0082,2,2,100.0,100.0,0.0,95333.87,102557.41,1.0758,4,509.4,5.0,122.83,130.3
PROJ-2024-0083,1,2,50.0,59.83,-9.83,69985.71,75580.25,0.54,1,225.0,2.4,126.95,134.55
PROJ-2024-0083,2,2,100.0,77.95,22.05,139971.42,145912.15,1.0424,2,164.2,0.9,127.8,135.71
PROJ-2020-0084,1,2,50.0,51.62,-1.62,215605.16,212823.77,0.4935,0,212.6,0.9,105.58,105.96
PROJ-2020-0084,2,2,100.0,88.59,11.41,431210.32,465103.72,1.0786,4,975.0,9.0,104.96,107.35
PROJ-2024-0085,1,4,25.0,21.61,3.39,7626.85,7271.75,0.2384,5,373.0,2.3,127.96,135.46
PROJ-2024-0085,2,4,50.0,53.09,-3.09,15253.71,16303.83,0.5344,2,102.8,0.6,129.22,134.33
